UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID
10.42.0.42-111.206.25.159-58318-80-6,14-06-21,18-06-21,4,Cyclone and Flood,NA,"12 out of 13 districts affected badly and worst affected Chamoli, Pithoragarh, Rudraprayag and Uttarkashi districts.",UTTARAKHAND,NA,NA,NA,NA,5000,NA,NA,NA,"i) About 5,000 people- the locals, the pilgrims, the tourists, trakers died/missing. ii) More than thousand livestock perished.","i) More than thousands of pilgrims of Char Dham on the Gangotri and Yamunotri routes, Hemkund, Roopkunda and tourists/trakers of Valley of flowers stranded. ii) Lakhs of people shifted to safer places. iii) Many roads including state highways, infrastructures, villages washed away/damaged. iv) Many Hydroelectric projects, houses, water schemes, bridges, commercial and residential buildings, hotels, rest houses, shops, temples, telephone towers, vehicles destroyed/ drifted in the floods of rivers. v) Damage to the cash crops especially apple crops reported.",IMD,NA
10.42.0.151-40.78.68.158-48521-443-6,24-05-21,25-05-21,1,Heavy Rain,NA,South Andaman,ANDAMAN & NICOBAR ISLANDS,NA,NA,NA,NA,1,NA,NA,NA,One person died.,Damage to the old and thatched houses reported.,IMD,NA
172.217.10.106-10.42.0.211-443-60261-6,16-06-21,17-06-21,1,Heavy Rain,NA,Delhi,NEW DELHI,NA,NA,NA,NA,NA,NA,NA,NA,One person swept away in Yamuna river.,NA,IMD,NA
182.22.25.124-10.42.0.211-443-54060-6,25-11-21,25-11-21,0,Cyclone and Flood,NA,Puducherry,PUDUCHERRY,NA,NA,NA,NA,3,NA,NA,NA,3 persons died due to wall collapse.,NA,IMD,NA
203.205.158.60-10.42.0.211-80-54162-6,05-03-21,05-09-21,184,Heavy Rain,NA,"Alappuzha, Ernakulam, Kozhikode, Malappuram  Thrissur, Thiruvananthapuram and Wayanad",KERALA,NA,NA,NA,NA,10,13,NA,NA,"2 person drown, 2 persons died as a tree fell on him and 3 others injured in Thiruvananthapuram. 2 persons drowned in Kozhikode, other in Malappuram as a branch of a tree fell over her and  10 others injured. 2 persons died and other injured due to tree fell on them in Wayanad. 2 persons died and other injured due to tree fell on them in Wayanad.","Thiruvananthapuram: Varkala town: i) Damage to crops reported. ii) Many electric cable lines and about 15 electric posts damaged. Low tension wires broke causing disruption in power supply.  iii) About 70 houses and few structures damaged. Attingal: i) About 32 houses damaged partially. ii) Tapioca, banana, rubber and other crops damaged. iii) About 7.20 lakhs worth rupees damage reported. iv) 11 KV lines broke causing disruption in power supply. Pallichal village:More than 2 lakhs banana plantations damaged. Malayankeezhu village: i) Acres of banana, tapioca, other crops damaged. ii) Loss worth lakhs rupees reported. iii) Several trees uprooted and roofs of many houses blown away Parashala town: 11 KV line with 4 Electric posts uprooted causing disruption in power supply Sreekaryam & Malayankeezhu: i) Low lying areas flooded. ii) Roof tops of several houses blown away. iii) 2 houses damaged completely Wayanad: Kalpetta, Mananthavady & Sulthan Bathery  towns: i) Extensive damage to about  500  hectares of crops reported.  ii) Extensive damage to banana, tapioca, arecanut plantations reported. iii) More than 5,000 ripe banana crops damaged causing about 6.5 lakhs damage reported. iv) About 10,000 banana plantations uprooted. v) Several houses completely and partially damaged. vi) Damage to a transformer reported due to a huge tree fell on it disrupting 11 KV lines at many places. vii)Roofs of many houses blown away. viii)Several trees uprooted causing traffic  disruption.  Malappuram: About 620 acres of paddy fields sumerged Alappuzha: About 800 acres of agricultural land submerged and crops damaged in. ",IMD,NA
202.77.129.54-10.42.0.211-80-60054-6,06-06-21,06-06-21,0,Cyclone and Flood,NA,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About 2000 banana plantations uprooted,IMD,NA
10.42.0.1-10.42.0.42-53-32846-17,06-12-21,14-06-21,Diffing the dates,Heavy Rain,NA,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to 12 houses reported. ii) People shifted to relief camps,IMD,NA
10.42.0.211-10.42.0.1-46509-53-17,21-06-21,21-06-21,0,Cyclone and Flood,NA,Idukki,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Landslide damaged the iron bridge on national highway. ii) Low lying areas and few houses inundated. ,IMD,NA
180.163.15.184-10.42.0.211-80-32982-6,07-12-21,15-07-21,Diffing the dates,Heavy Rain,NA,"Kannur, Kasaragod, Kozhikode, Malappuram and Wayanad.",KERALA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,IMD,NA
172.217.6.240-10.42.0.42-443-59508-6,08-01-21,08-03-21,59,Cyclone and Flood,NA,"Alappuzha, Kannur, Kasaragod, Kozhikode, Kottayam, Malappuram,   Palakkad, Pathanamthitta,  Thrissur Thiruvananthapuram  and Wayanad",KERALA,NA,NA,NA,NA,24,8,NA,NA,NA,NA,IMD,NA
203.205.158.63-10.42.0.151-80-52166-6,22-08-21,24-08-21,2,Cyclone and Flood,NA,"Kottayam, Pathanamthitta, Thiruvananthapuram  Wayanad ",KERALA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,IMD,NA
172.217.3.98-10.42.0.151-443-47352-6,09-01-21,09-03-21,59,Cyclone and Flood,NA,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to the crops reported. ii) Landslides reported. iii) Damage to few houses and some structures reported. iv)House- hold electric appliances damaged. v)About 50 families shifted to safer places. vi)One well caved in at Vengaranmood village. ,IMD,NA
180.149.136.247-10.42.0.211-80-44062-6,26-09-21,26-09-21,0,Cyclone and Flood,NA,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to banana, tapioca, vegetable crops reported.",IMD,NA
216.58.217.100-10.42.0.42-443-36926-6,23-06-85,27-06-85,4,Cyclone and Flood,NA,NA,NA,14.5398,75.0937,1,254234.6,95,NA,25000,NA,NA,NA,DFO,27
10.42.0.211-47.89.67.224-49711-80-6,18-07-85,30-07-85,12,Heavy Rain,NA,NA,NA,32.8353,76.9103,1,117441.17,340,NA,20000,NA,NA,NA,DFO,33
174.35.73.136-10.42.0.211-80-38953-6,13-09-85,15-10-85,32,Heavy Rain,NA,NA,NA,26.4816,82.8434,2,89994.67,557,NA,152000,NA,NA,NA,DFO,53
203.205.128.137-10.42.0.151-80-44451-6,18-10-85,20-10-85,2,Cyclone and Flood,NA,NA,NA,21.1495,86.7154,2,46758.64,49,NA,150000,NA,NA,NA,DFO,61
203.205.158.62-10.42.0.211-80-36756-6,15-06-86,20-08-86,66,Cyclone and Flood,NA,NA,NA,25.6339,84.0726,1,507167.44,258,NA,3040000,NA,NA,NA,DFO,93
172.217.10.46-10.42.0.151-443-55709-6,15-08-86,22-08-86,7,Cyclone and Flood,NA,NA,NA,17.4331,80.187,1,107355.33,150,NA,3000000,NA,NA,NA,DFO,98
172.217.12.138-10.42.0.211-443-44307-6,22-09-86,10-10-86,18,Heavy Rain,NA,NA,NA,23.6547,89.4296,1,231516.28,49,NA,700000,NA,NA,NA,DFO,106
172.217.12.130-10.42.0.211-443-34379-6,23-05-88,06-11-88,167,Heavy Rain,NA,NA,NA,26.4813,92.0622,1,42285.99,76,NA,43000,NA,NA,NA,DFO,180
172.217.6.206-10.42.0.151-443-48797-6,21-06-88,14-07-88,23,Heavy Rain,NA,NA,NA,26.988,92.926,1,70501.83,34,NA,2000000,NA,NA,NA,DFO,190
172.217.10.100-10.42.0.42-443-36855-6,07-04-88,08-08-88,123,Heavy Rain,NA,NA,NA,28.886,80.7246,2,847737.26,233,NA,500000,NA,NA,NA,DFO,196
180.163.15.184-10.42.0.151-80-38717-6,14-07-88,27-07-88,13,Heavy Rain,NA,NA,NA,22.0189,71.1117,1,76352.55,97,NA,25000,NA,NA,NA,DFO,203
10.42.0.151-10.42.0.1-39174-53-17,31-07-88,08-02-88,Diffing the dates,Cyclone and Flood,NA,NA,NA,18.4311,80.713,1,94871.79,50,NA,0,NA,NA,NA,DFO,214
172.217.9.238-10.42.0.151-443-40999-6,23-08-88,15-09-88,23,Heavy Rain,NA,NA,NA,26.5037,86.5429,1,626872.46,876,NA,2000,NA,NA,NA,DFO,228
10.42.0.211-104.97.95.172-45818-80-6,21-09-88,10-08-88,Diffing the dates,Cyclone and Flood,NA,NA,NA,30.9339,75.0459,2,268528.55,731,NA,1250000,NA,NA,NA,DFO,253
10.42.0.151-104.196.142.36-58823-443-6,10-03-88,10-04-88,31,Cyclone and Flood,NA,NA,NA,19.1131,72.8962,1,605.213,23,NA,0,NA,NA,NA,DFO,255
10.42.0.151-104.254.66.16-50012-80-6,22-07-89,31-07-89,9,Cyclone and Flood,NA,NA,NA,15.1816,76.4736,1,905209.24,780,NA,0,NA,NA,NA,DFO,330
183.79.250.123-10.42.0.211-443-35955-6,07-05-89,08-10-89,154,Heavy Rain,NA,NA,NA,24.8678,92.8291,2,112816.35,31,NA,32000,NA,NA,NA,DFO,334
172.217.10.33-10.42.0.211-443-34455-6,09-03-89,09-10-89,214,Cyclone and Flood,NA,NA,NA,26.4375,80.8611,1,204979.38,7,NA,0,NA,NA,NA,DFO,360
203.205.151.47-10.42.0.211-80-60703-6,21-03-90,22-03-90,1,Heavy Rain,NA,NA,NA,33.8036,76.2592,1,90818.98,17,NA,0,NA,NA,NA,DFO,401
10.42.0.151-106.11.95.2-49627-443-6,05-10-90,13-05-90,Diffing the dates,Cyclone and Flood,NA,NA,NA,16.2843,80.6926,1,267344.4,430,NA,470000,NA,NA,NA,DFO,411
10.42.0.211-10.42.0.1-44466-53-17,13-06-90,18-06-90,5,Heavy Rain,NA,NA,NA,26.7553,92.7754,2,53045.31,21,NA,0,NA,NA,NA,DFO,419
203.205.151.47-10.42.0.211-80-50822-6,07-03-90,24-07-90,139,Cyclone and Flood,NA,NA,NA,26.7055,78.8703,1,1100663.3,425,NA,63517,NA,NA,NA,DFO,431
151.101.21.140-10.42.0.211-443-45980-6,13-08-90,14-08-90,1,Heavy Rain,NA,NA,NA,27.5435,80.6956,1,284926.61,17,NA,0,NA,NA,NA,DFO,447
151.101.1.140-10.42.0.42-443-39272-6,19-08-90,25-08-90,6,Heavy Rain,NA,NA,NA,22.4257,71.3244,1,186161.6,50,NA,0,NA,NA,NA,DFO,450
221.228.208.94-10.42.0.211-80-45893-6,17-10-90,18-10-90,1,Cyclone and Flood,NA,NA,NA,26.0747,92.817,1,93839.75,10,NA,6000,NA,NA,NA,DFO,472
10.42.0.42-74.125.29.139-41196-443-6,24-10-90,28-10-90,4,Heavy Rain,NA,NA,NA,11.3982,77.0504,1,13576.31,44,NA,0,NA,NA,NA,DFO,474
173.194.175.100-10.42.0.151-443-35901-6,05-07-91,05-11-91,123,Cyclone and Flood,NA,NA,NA,24.4696,92.4232,1,26042.82,13,NA,25000,NA,NA,NA,DFO,510
151.101.22.2-10.42.0.151-443-54987-6,06-10-91,06-12-91,61,Cyclone and Flood,NA,NA,NA,15.733,73.7324,2,491361.5,72,NA,300000,NA,NA,NA,DFO,521
220.181.7.190-10.42.0.211-443-33546-6,13-07-91,19-07-91,6,Heavy Rain,NA,NA,NA,26.6059,92.9592,1,55550.83,25,NA,400000,NA,NA,NA,DFO,539
172.217.12.174-10.42.0.151-443-50825-6,29-07-91,31-07-91,2,Heavy Rain,NA,NA,NA,20.9474,79.1574,1,47249.13,500,NA,6000,NA,NA,NA,DFO,553
180.149.136.194-10.42.0.211-80-50541-6,14-08-91,18-08-91,4,Cyclone and Flood,NA,NA,NA,20.2047,84.4178,1,151947.06,15,NA,0,NA,NA,NA,DFO,570
172.217.12.132-10.42.0.211-443-56866-6,15-08-91,29-08-91,14,Heavy Rain,NA,NA,NA,28.3671,81.0334,1,547679.02,88,NA,0,NA,NA,NA,DFO,571
172.217.11.2-10.42.0.211-443-42804-6,09-01-91,14-09-91,248,Cyclone and Flood,NA,NA,NA,24.707,85.7348,1,170873.64,0,NA,87500,NA,NA,NA,DFO,578
216.58.217.100-10.42.0.211-443-53488-6,14-09-91,15-09-91,1,Heavy Rain,NA,NA,NA,24.3395,87.8328,1,91960.65,21,NA,0,NA,NA,NA,DFO,585
220.243.219.55-10.42.0.211-80-41306-6,13-11-91,18-11-91,5,Cyclone and Flood,NA,NA,NA,14.0025,79.4752,1,599564.89,90,NA,85000,NA,NA,NA,DFO,598
10.42.0.211-64.71.142.95-34755-443-6,15-06-92,23-07-92,38,Heavy Rain,NA,NA,NA,16.5216,75.9695,1,752428.66,90,NA,8000,NA,NA,NA,DFO,656
180.149.153.68-10.42.0.211-80-44943-6,07-10-92,20-07-92,Diffing the dates,Cyclone and Flood,NA,NA,NA,26.9122,94.46,1,28221.72,0,NA,0,NA,NA,NA,DFO,667
172.217.12.131-10.42.0.211-443-38191-6,26-07-92,08-07-92,Diffing the dates,Cyclone and Flood,NA,NA,NA,20.5033,86.0449,1,44021.23,16,NA,0,NA,NA,NA,DFO,672
10.42.0.211-10.42.0.1-19248-53-17,08-01-92,09-03-92,61,Cyclone and Flood,NA,NA,NA,24.8678,80.7003,1,518125.28,40,NA,2000,NA,NA,NA,DFO,675
10.42.0.211-119.6.229.36-42615-80-6,09-12-92,20-11-92,Diffing the dates,Cyclone and Flood,NA,NA,NA,13.0242,78.8487,2,552562.43,263,NA,20000,NA,NA,NA,DFO,694
10.42.0.211-31.13.80.52-60832-443-6,06-04-93,22-06-93,77,Cyclone and Flood,NA,NA,NA,24.9382,92.0974,1,259045.68,238,NA,950000,NA,NA,NA,DFO,747
10.42.0.211-10.42.0.1-40414-53-17,07-08-93,13-08-93,6,Heavy Rain,NA,NA,NA,25.1622,89.7567,2,531506.66,3083,NA,9370926,NA,NA,NA,DFO,757
10.42.0.211-106.39.169.66-52042-80-6,09-09-93,17-09-93,8,Heavy Rain,NA,NA,NA,27.9917,78.9675,1,65928.48,232,NA,4590,NA,NA,NA,DFO,778
10.42.0.151-52.84.1.143-52003-80-6,10-11-93,21-10-93,Diffing the dates,Cyclone and Flood,NA,NA,NA,13.407,75.4042,1,40595.2,35,NA,40000,NA,NA,NA,DFO,791
10.42.0.211-64.71.142.124-43899-443-6,11-10-93,14-11-93,34,Cyclone and Flood,NA,NA,NA,11.054,77.5024,1,40501.37,95,NA,0,NA,NA,NA,DFO,798
172.217.11.46-10.42.0.42-443-38660-6,12-04-93,15-12-93,247,Cyclone and Flood,NA,NA,NA,12.5851,79.9572,1,7968.64,70,NA,45000,NA,NA,NA,DFO,804
10.42.0.211-10.42.0.1-35570-53-17,07-01-94,24-07-94,198,Heavy Rain,NA,NA,NA,20.6258,76.6191,1,1981837.41,617,NA,800000,NA,NA,NA,DFO,855
10.42.0.211-103.235.46.211-59391-443-6,07-03-94,07-12-94,275,Heavy Rain,NA,NA,NA,31.7869,77.252,1,52338.52,60,NA,0,NA,NA,NA,DFO,858
10.42.0.211-10.42.0.1-19077-53-17,08-04-94,08-11-94,214,Heavy Rain,NA,NA,NA,27.586,80.6237,1,292130.64,53,NA,3000,NA,NA,NA,DFO,879
202.77.129.150-10.42.0.211-80-54513-6,08-08-94,08-10-94,61,Heavy Rain,NA,NA,NA,31.7821,76.9177,1,16795.7,11,NA,0,NA,NA,NA,DFO,880
10.42.0.211-64.71.142.120-50831-443-6,20-08-94,23-08-94,3,Heavy Rain,NA,NA,NA,31.7668,77.27,1,14450.04,9,NA,0,NA,NA,NA,DFO,887
10.42.0.211-36.110.210.167-49934-80-6,26-08-94,09-02-94,Diffing the dates,Cyclone and Flood,NA,NA,NA,20.7866,79.2684,1,44159.25,26,NA,0,NA,NA,NA,DFO,892
10.42.0.151-10.42.0.1-59777-53-17,31-08-94,09-05-94,Diffing the dates,Heavy Rain,NA,NA,NA,31.5294,77.0555,1,5275.13,20,NA,0,NA,NA,NA,DFO,894
172.217.10.33-10.42.0.151-443-44894-6,09-02-94,09-07-94,150,Cyclone and Flood,NA,NA,NA,20.1358,84.4369,1,154649.2,0,NA,0,NA,NA,NA,DFO,895
216.58.217.68-10.42.0.42-443-45085-6,27-10-94,31-10-94,4,Cyclone and Flood,NA,NA,NA,10.7214,78.7248,1,89229.9,40,NA,0,NA,NA,NA,DFO,909
180.149.138.210-10.42.0.42-80-57749-6,30-10-94,11-04-94,Diffing the dates,Cyclone and Flood,NA,NA,NA,16.2498,80.0422,1,110657.58,230,NA,16000,NA,NA,NA,DFO,911
10.42.0.151-98.139.180.180-42477-443-6,06-02-95,06-03-95,28,Heavy Rain,NA,NA,NA,23.2582,92.8575,1,20217.72,40,NA,3200,NA,NA,NA,DFO,959
172.217.9.238-10.42.0.211-443-36160-6,20-06-95,23-06-95,3,Cyclone and Flood,NA,NA,NA,26.0363,92.8902,1,102906.11,17,NA,1000000,NA,NA,NA,DFO,963
206.126.112.142-10.42.0.151-443-37157-6,09-01-95,20-09-95,254,Heavy Rain,NA,NA,NA,28.2424,76.8263,1,762936.89,600,NA,2000000,NA,NA,NA,DFO,990
10.42.0.211-31.13.69.245-34251-443-6,09-05-95,09-08-95,92,Cyclone and Flood,NA,NA,NA,27.5887,88.4616,1,6520.57,35,NA,0,NA,NA,NA,DFO,992
10.42.0.211-10.42.0.1-65000-53-17,26-09-95,10-02-95,Diffing the dates,Heavy Rain,NA,NA,NA,22.4615,87.3749,1,308073.2,144,NA,510000,NA,NA,NA,DFO,1010
10.42.0.211-10.42.0.1-59317-53-17,20-10-95,23-10-95,3,Cyclone and Flood,NA,NA,NA,16.4132,80.612,1,262803.2,94,NA,12000,NA,NA,NA,DFO,1027
202.77.129.150-10.42.0.42-80-36059-6,06-10-96,30-06-96,Diffing the dates,Heavy Rain,NA,NA,NA,26.5766,73.762,1,328726.92,63,NA,20000,NA,NA,NA,DFO,1080
10.42.0.211-23.21.95.195-35821-443-6,07-10-96,24-07-96,Diffing the dates,Heavy Rain,NA,NA,NA,27.4105,92.3599,1,128966.83,82,NA,3000000,NA,NA,NA,DFO,1088
172.217.12.194-10.42.0.211-443-44450-6,17-07-96,08-10-96,83,Cyclone and Flood,NA,NA,NA,24.7685,85.6883,1,171939.46,74,NA,4000000,NA,NA,NA,DFO,1090
172.217.10.110-10.42.0.151-443-47126-6,21-10-96,25-10-96,4,Heavy Rain,NA,NA,NA,15.0341,78.7288,1,177527.02,326,NA,100000,NA,NA,NA,DFO,1125
203.205.158.53-10.42.0.211-80-33634-6,11-06-96,11-10-96,122,Cyclone and Flood,NA,NA,NA,17.0009,81.7657,2,21445.46,2500,NA,140000,NA,NA,NA,DFO,1128
10.42.0.151-54.239.17.112-46717-443-6,08-01-97,08-11-97,304,Cyclone and Flood,NA,NA,NA,24.0572,86.2554,1,201818.75,24,NA,100000,NA,NA,NA,DFO,1168
180.163.255.159-10.42.0.211-80-48452-6,08-08-97,14-08-97,6,Heavy Rain,NA,NA,NA,31.7905,77.3409,1,57530.65,200,NA,0,NA,NA,NA,DFO,1172
162.208.22.39-10.42.0.211-443-45089-6,22-06-97,26-08-97,65,Heavy Rain,NA,NA,NA,22.4404,71.3091,1,183142.55,273,NA,20000,NA,NA,NA,DFO,1232
172.217.9.238-10.42.0.151-443-54217-6,07-05-97,22-07-97,76,Cyclone and Flood,NA,NA,NA,9.49041,76.6811,1,233024.37,100,NA,0,NA,NA,NA,DFO,1256
10.42.0.211-10.42.0.1-23563-53-17,07-05-97,14-07-97,68,Heavy Rain,NA,NA,NA,26.0909,92.9144,1,70603.06,97,NA,0,NA,NA,NA,DFO,1258
10.42.0.211-104.254.66.16-47378-80-6,22-08-97,26-08-97,4,Cyclone and Flood,NA,NA,NA,33.9398,74.8298,1,40014.04,26,NA,0,NA,NA,NA,DFO,1265
172.217.9.234-10.42.0.151-443-42304-6,19-08-97,24-08-97,5,Heavy Rain,NA,NA,NA,18.8234,75.4418,1,228334.99,50,NA,10000,NA,NA,NA,DFO,1267
10.42.0.151-114.134.80.163-35029-80-6,19-09-97,24-09-97,5,Cyclone and Flood,NA,NA,NA,16.9874,82.1012,1,80644.64,32,NA,20000,NA,NA,NA,DFO,1275
220.181.7.190-10.42.0.211-443-50540-6,12-04-97,12-09-97,153,Heavy Rain,NA,NA,NA,13.8493,78.9883,1,384888.4,6,NA,0,NA,NA,NA,DFO,1295
10.42.0.151-10.42.0.1-39670-53-17,06-09-98,06-11-98,61,Cyclone and Flood,NA,NA,NA,24.0181,68.8677,1,4931.72,1126,NA,15000,NA,NA,NA,DFO,1383
10.42.0.211-65.55.223.45-60774-40024-17,16-09-98,18-09-98,2,Cyclone and Flood,NA,NA,NA,20.4037,74.4164,1,214517.36,12,NA,50000,NA,NA,NA,DFO,1444
180.149.136.247-10.42.0.211-80-44063-6,10-01-98,20-10-98,283,Cyclone and Flood,NA,NA,NA,16.1464,79.4042,1,194230.08,230,NA,80000,NA,NA,NA,DFO,1457
10.42.0.211-123.59.190.251-33373-80-6,24-09-99,29-09-99,5,Cyclone and Flood,NA,NA,NA,23.3997,88.9474,1,168965.63,45,NA,0,NA,NA,NA,DFO,1559
10.42.0.211-66.102.255.61-51787-80-6,29-10-99,11-12-99,43,Cyclone and Flood,NA,NA,NA,21.1735,85.3527,2,191940.24,9803,NA,10000000,NA,NA,NA,DFO,1567
209.10.120.26-10.42.0.211-80-38511-6,06-10-00,16-06-00,Diffing the dates,Heavy Rain,NA,NA,NA,27.4268,94.7981,2,55286.73,30,NA,50000,NA,NA,NA,DFO,1606
10.42.0.211-10.42.0.1-42914-53-17,31-07-00,08-04-00,Diffing the dates,Heavy Rain,NA,NA,NA,31.806,77.6925,1,12415.81,140,NA,4000,NA,NA,NA,DFO,1616
10.42.0.211-10.42.0.1-20236-53-17,08-02-00,30-08-00,204,Cyclone and Flood,NA,NA,NA,27.094,94.643,1,326457.88,637,NA,10504000,NA,NA,NA,DFO,1617
205.185.216.42-10.42.0.42-80-40432-6,23-08-00,31-08-00,8,Cyclone and Flood,NA,NA,NA,17.1335,79.2098,2,129459.76,162,NA,3000000,NA,NA,NA,DFO,1623
10.42.0.211-10.42.0.1-29607-53-17,29-08-00,14-09-00,16,Cyclone and Flood,NA,NA,NA,26.9607,80.4678,1,223178.01,578,NA,0,NA,NA,NA,DFO,1626
10.42.0.211-23.205.20.233-46359-80-6,30-08-00,09-01-00,Diffing the dates,Heavy Rain,NA,NA,NA,19.9343,80.0385,1,36854.1,40,NA,5000,NA,NA,NA,DFO,1628
182.22.24.124-10.42.0.211-443-53949-6,18-09-00,21-10-00,33,Heavy Rain,NA,NA,NA,24.0841,88.5453,2,155000.88,1468,NA,24000000,NA,NA,NA,DFO,1641
10.42.0.211-112.80.248.220-53917-443-6,17-07-00,30-07-00,13,Heavy Rain,NA,NA,NA,15.811,74.5207,1,107052.9,140,NA,0,NA,NA,NA,DFO,1615
10.42.0.151-10.42.0.1-5555-53-17,06-05-01,22-06-01,47,Heavy Rain,NA,NA,NA,24.4457,92.0058,1,17561.54,15,NA,800000,NA,NA,NA,DFO,1731
10.42.0.211-10.42.0.1-31899-53-17,20-06-01,21-06-01,1,Heavy Rain,NA,NA,NA,22.8284,71.2868,1,38728.34,29,NA,0,NA,NA,NA,DFO,1737
172.217.12.206-10.42.0.151-443-52042-6,07-04-01,16-07-01,100,Cyclone and Flood,NA,NA,NA,9.72651,76.423,1,4467.85,86,NA,40000,NA,NA,NA,DFO,1744
10.42.0.211-50.18.174.184-46724-443-6,07-08-01,08-10-01,62,Heavy Rain,NA,NA,NA,21.0559,84.7987,2,105057.29,100,NA,2000000,NA,NA,NA,DFO,1747
172.217.9.227-10.42.0.151-443-56641-6,16-07-01,16-07-01,0,Cyclone and Flood,NA,NA,NA,30.7738,79.8583,1,2458.01,26,NA,0,NA,NA,NA,DFO,1753
172.217.11.46-10.42.0.211-443-54838-6,14-08-01,15-08-01,1,Cyclone and Flood,NA,NA,NA,32.6061,76.1481,1,3009.11,16,NA,0,NA,NA,NA,DFO,1779
203.205.158.61-10.42.0.211-80-36233-6,20-08-01,09-11-01,81,Cyclone and Flood,NA,NA,NA,26.7556,83.0513,1,35442.06,65,NA,300000,NA,NA,NA,DFO,1789
151.101.21.140-10.42.0.211-443-45963-6,09-07-01,24-09-01,77,Heavy Rain,NA,NA,NA,26.5321,84.87,1,30123.95,146,NA,30000,NA,NA,NA,DFO,1791
172.217.12.170-10.42.0.151-443-34605-6,30-09-01,10-02-01,Diffing the dates,Cyclone and Flood,NA,NA,NA,16.746,79.1214,1,44526.51,12,NA,9000,NA,NA,NA,DFO,1803
10.42.0.211-106.11.95.2-60710-443-6,16-10-01,21-10-01,5,Heavy Rain,NA,NA,NA,14.8405,79.054,1,87384.5,143,NA,50000,NA,NA,NA,DFO,1811
172.217.6.234-10.42.0.42-443-37769-6,02-02-02,02-05-02,89,Cyclone and Flood,NA,NA,NA,10.4517,78.7843,1,35586.88,11,NA,0,NA,NA,NA,DFO,1871
162.208.22.39-10.42.0.211-443-49085-6,16-06-02,22-06-02,6,Heavy Rain,NA,NA,NA,27.8034,95.3833,1,3790.23,0,NA,25000,NA,NA,NA,DFO,1952
10.42.0.151-104.244.42.2-33835-443-6,25-06-02,26-06-02,1,Cyclone and Flood,NA,NA,NA,22.342,88.9351,1,41.7932,4,NA,11000,NA,NA,NA,DFO,1967
180.149.153.216-10.42.0.151-443-58839-6,26-06-02,07-03-02,Diffing the dates,Heavy Rain,NA,NA,NA,20.8681,73.6623,1,170587.72,169,NA,28000,NA,NA,NA,DFO,1969
172.217.7.195-10.42.0.151-443-47860-6,21-06-02,28-08-02,68,Heavy Rain,NA,NA,NA,25.8418,89.2696,1,276609.37,503,NA,15000000,NA,NA,NA,DFO,1974
10.42.0.42-106.11.129.143-55481-80-6,08-11-02,13-08-02,Diffing the dates,Cyclone and Flood,NA,NA,NA,30.5622,78.5235,1,6762.02,33,NA,0,NA,NA,NA,DFO,2027
10.42.0.1-10.42.0.42-53-64341-17,09-03-02,09-06-02,92,Heavy Rain,NA,NA,NA,21.5391,73.2201,1,78978.7,22,NA,5000,NA,NA,NA,DFO,2049
10.42.0.211-10.42.0.1-6464-53-17,10-10-02,16-10-02,6,Cyclone and Flood,NA,NA,NA,11.8739,75.527,1,9745.41,11,NA,0,NA,NA,NA,DFO,2069
